BO_Code,Month,WFYP,NOP
ADB354,2025-11,69459.84,1
ADB354,2025-12,5047.98,1
ADB354,2026-02,207605.4,4
ADB354,2026-03,1302990.0,4
ADB354,2026-04,93274.96,1
ADB354,2026-05,15869.52,1
ADB354,2026-06,111265.0,1
ADB363,2025-08,38444.6,1
ADB363,2025-12,1230027.47,5
ADB363,2026-01,599636.8,2
ADB363,2026-02,1818681.3,6
ADB363,2026-03,5542.43,4
ADB363,2026-04,-4296.08,0
ADB363,2026-05,261542.36,2
ADB363,2026-06,881002.5,2
ADB385,2026-02,551085.56,10
ADB385,2026-03,1772266.66,14
ADB385,2026-04,114492.72,1
ADB385,2026-05,42651.32,2
ADB385,2026-06,376640.0,3
ADB389,2025-12,116575.96,3
ADB389,2026-01,255951.38,6
ADB389,2026-02,807769.44,12
ADB389,2026-03,1585396.24,12
ADB389,2026-05,1289804.5,3
ADB389,2026-06,-409565.9,5
ADB393,2025-07,15144.0,1
ADB393,2025-08,21600.0,1
ADB393,2025-09,21600.0,1
ADB393,2025-10,186555.0,2
ADB393,2025-11,138484.0,2
ADB393,2025-12,398127.7,5
ADB393,2026-01,1119713.9,12
ADB393,2026-02,1064572.0,10
ADB393,2026-03,826411.08,28
ADB393,2026-05,303060.2,4
ADB393,2026-06,90976.5,2
ADB405,2026-03,1725465.54,10
ADB405,2026-04,81550.58,2
ADB405,2026-05,75539.58,2
ADB405,2026-06,46314.58,1
ADB406,2025-08,283943.5,3
ADB406,2025-09,163215.7,4
ADB406,2025-10,138670.35,2
ADB406,2025-11,45715.5,2
ADB406,2025-12,580490.21,7
ADB406,2026-01,356319.92,10
ADB406,2026-02,10109.0,2
ADB406,2026-03,690101.35,10
ADB406,2026-04,9143.1,1
ADB406,2026-05,29461.1,2
ADB406,2026-06,30477.0,1
ADC275,2025-07,250000.0,3
ADC275,2025-09,195688.61,3
ADC275,2025-10,230039.33,2
ADC275,2025-11,211430.62,2
ADC275,2025-12,216341.96,2
ADC275,2026-01,341602.89,10
ADC275,2026-02,606633.6,4
ADC275,2026-03,1017152.78,4
ADC275,2026-04,6026.4,0
ADC275,2026-05,347692.95,4
ADC275,2026-06,325019.88,1
ADC291,2025-07,30288.0,1
ADC291,2025-08,222010.0,3
ADC291,2025-09,30354.0,1
ADC291,2025-10,69686.55,2
ADC291,2025-11,220133.0,5
ADC291,2025-12,754051.98,10
ADC291,2026-01,320060.8,6
ADC291,2026-02,245353.81,8
ADC291,2026-03,495445.8,8
ADC291,2026-05,100102.5,3
ADC291,2026-06,54610.2,1
ADC310,2025-07,50869.96,1
ADC310,2025-08,6565.66,1
ADC310,2025-09,57418.5,1
ADC310,2025-10,-50852.83,0
ADC310,2025-11,139242.03,4
ADC321,2026-04,0.0,2
ADC321,2026-05,1200000.0,1
ADC340,2025-12,232409.1,4
ADC340,2026-01,1666176.7,10
ADC340,2026-02,905087.0,8
ADC340,2026-03,3839091.96,16
ADC340,2026-04,380605.16,6
ADC340,2026-05,438561.0,5
ADC340,2026-06,815417.28,7
ADD350,2026-01,1018419.49,10
ADD350,2026-02,116314.84,6
ADD350,2026-03,481815.31,20
ADD350,2026-04,166390.26,0
ADD350,2026-05,8890.26,0
ADD350,2026-06,8890.26,0
ADE195,2025-07,10621.8,1
ADE195,2025-08,36188.14,2
ADE195,2025-09,38131.86,1
ADE195,2025-10,68458.86,2
ADE195,2025-11,145973.88,4
ADE195,2025-12,237667.68,4
ADE195,2026-01,-103050.07,0
ADE195,2026-02,118338.4,6
ADE195,2026-03,848579.15,12
ADE195,2026-04,-32658.34,0
ADE195,2026-05,58291.86,1
ADE195,2026-06,17685.5,1
ADE236,2026-04,31198.38,1
ADE236,2026-05,20161.47,1
ADE236,2026-06,136400.21,4
ADE237,2026-04,38131.3,1
ADE237,2026-05,33015.3,1
ADE274,2026-06,833.33,0
ADE594,2025-07,207768.69,3
ADE594,2025-08,44801.19,1
ADE594,2025-09,163174.01,2
ADE594,2025-10,80865.64,2
ADE594,2025-11,150371.42,2
ADE594,2025-12,783539.83,4
ADE594,2026-01,139714.48,4
ADE594,2026-02,11509.44,2
ADE594,2026-03,236997.41,6
ADE594,2026-06,87755.0,3
ADF125,2025-08,292566.0,3
ADF125,2025-09,255817.5,1
ADF125,2025-10,26250.0,1
ADF125,2025-11,756760.12,8
ADF125,2025-12,278936.76,5
ADF125,2026-01,1431361.4,12
ADF125,2026-02,363234.0,8
ADF125,2026-03,1773500.2,6
ADF125,2026-04,64138.65,2
ADF125,2026-05,445198.04,3
ADF125,2026-06,36366.35,1
ADG290,2026-01,251653.19,6
ADG290,2026-02,1046223.24,4
ADG290,2026-03,718600.58,10
ADG290,2026-04,9934.93,0
ADG290,2026-05,145852.31,2
ADG290,2026-06,133874.72,2
ADG297,2025-12,1267178.8,4
ADG297,2026-01,128000.0,6
ADG297,2026-02,373026.4,6
ADG297,2026-03,1202110.88,20
ADG297,2026-04,108149.0,2
ADG297,2026-05,109134.2,2
ADG297,2026-06,32121.2,3
ADG306,2025-07,421988.7,4
ADG306,2025-08,41872.0,1
ADG306,2025-09,226946.25,2
ADG306,2025-10,4891.9,1
ADG306,2025-11,120391.9,3
ADG306,2025-12,441621.73,2
ADG306,2026-01,383240.8,6
ADG306,2026-02,394881.4,6
ADG306,2026-03,700438.8,10
ADG306,2026-04,157515.6,5
ADG306,2026-05,79686.0,2
ADG306,2026-06,100520.0,2
ADG324,2026-01,12666.34,4
ADG324,2026-02,1056665.62,6
ADG324,2026-03,5893085.48,18
ADG324,2026-04,2345.44,0
ADG324,2026-05,2345.44,0
ADG324,2026-06,770477.4,1
ADI923,2025-07,15887.67,0
ADI923,2025-08,15887.67,0
ADI923,2025-09,15887.67,0
ADI923,2025-10,46364.67,1
ADI923,2025-11,275258.71,3
ADI923,2025-12,740930.31,5
ADI923,2026-01,206642.28,4
ADI923,2026-02,1196094.0,8
ADI923,2026-03,554122.8,14
ADI923,2026-04,15459.12,1
ADI923,2026-06,15448.41,1
ADI980,2025-07,60522.0,1
ADI980,2025-08,53131.5,2
ADI980,2025-09,735000.0,1
ADI980,2025-10,164200.37,3
ADI980,2025-11,748089.03,3
ADI980,2025-12,456416.92,6
ADI980,2026-01,786419.71,6
ADI980,2026-02,391908.0,6
ADI980,2026-03,7393678.26,20
ADI980,2026-04,3152.14,0
ADI980,2026-05,300000.0,1
ADI980,2026-06,6304.28,0
ADI995,2026-04,4219.63,0
ADI995,2026-05,427513.19,1
ADI995,2026-06,846.58,0
ADJ027,2026-04,631198.29,3
ADJ027,2026-05,177461.81,3
ADJ027,2026-06,-318184.62,2
ADJ061,2026-03,1043813.17,20
ADJ061,2026-04,268200.17,3
ADJ061,2026-05,254724.15,3
ADJ061,2026-06,45000.0,1
ADL630,2025-07,-15139.0,1
ADL630,2025-08,26211.86,3
ADL630,2025-09,390081.11,5
ADL630,2025-10,166458.26,3
ADL630,2025-11,183877.96,4
ADL630,2025-12,100282.66,2
ADL630,2026-01,387674.84,10
ADL630,2026-02,127067.88,4
ADL630,2026-03,247181.72,6
ADL630,2026-04,158214.67,3
ADL630,2026-05,51310.67,1
ADL630,2026-06,26478.67,2
ADL665,2026-05,41200.0,2
ADL665,2026-06,1125000.0,3
ADL699,2026-04,-179933.5,0
ADL699,2026-06,35420.0,1
ADL703,2026-04,196441.72,4
ADL703,2026-05,237830.55,4
ADL703,2026-06,464877.84,7
ADM348,2026-04,-1713356.0,1
ADM348,2026-05,1547566.84,5
ADM348,2026-06,857605.68,3
ADM355,2026-04,-391116.28,0
ADM355,2026-05,117723.64,2
ADM355,2026-06,441205.38,5
ADM362,2025-07,101110.0,1
ADM362,2025-08,30642.0,3
ADM362,2025-11,409216.29,2
ADM362,2025-12,38098.25,1
ADM362,2026-02,484944.0,2
ADM362,2026-03,327251.2,10
ADM362,2026-05,30312.0,1
ADM362,2026-06,149688.0,1
ADM377,2026-04,257841.35,4
ADM377,2026-05,162169.7,4
ADM377,2026-06,97393.4,5
ADN391,2025-07,571546.47,4
ADN391,2025-08,190245.93,4
ADN391,2025-09,69765.65,2
ADN391,2025-10,491767.61,5
ADN391,2025-11,36785.84,1
ADN391,2025-12,684932.0,3
ADN391,2026-01,337181.6,6
ADN391,2026-02,244091.4,6
ADN391,2026-03,298683.0,6
ADN391,2026-04,22637.44,1
ADN391,2026-05,20363.62,1
ADN391,2026-06,121032.11,1
ADN392,2025-07,228603.15,5
ADN392,2025-08,196828.15,4
ADN392,2025-09,125000.0,2
ADN392,2025-11,152264.6,4
ADN392,2025-12,15112.5,1
ADN392,2026-01,38000.0,2
ADN392,2026-02,121596.3,4
ADN392,2026-03,337070.4,6
ADN392,2026-05,9752.64,1
ADN394,2026-04,55815.88,1
ADN394,2026-05,5350.88,1
ADN394,2026-06,50742.38,1
ADN397,2026-04,-5125000.0,0
ADN397,2026-05,340159.0,2
ADN397,2026-06,60000.0,1
ADN400,2025-07,130324.12,3
ADN400,2025-08,49101.63,3
ADN400,2025-09,54795.31,2
ADN400,2025-10,52229.55,2
ADN400,2025-11,149966.38,5
ADN400,2025-12,499875.76,6
ADN400,2026-01,330826.44,8
ADN400,2026-02,843013.4,10
ADN400,2026-03,222382.0,6
ADN400,2026-04,20000.0,1
ADN400,2026-05,84856.5,4
ADN400,2026-06,330169.16,4
ADN413,2025-07,-303150.0,0
ADN413,2025-08,17660.0,1
ADN413,2025-09,1051777.43,1
ADN413,2025-10,30000.0,1
ADN413,2025-11,115200.0,1
ADN413,2025-12,57500.0,1
ADN413,2026-01,791925.72,4
ADN413,2026-02,121176.0,2
ADN413,2026-03,2527.24,2
ADN413,2026-06,0.0,1
ADN415,2025-09,700713.09,1
ADN415,2025-12,75000.0,1
ADN418,2025-09,939135.22,4
ADN418,2025-10,271400.0,2
ADN418,2025-11,132586.74,1
ADN418,2025-12,298754.34,3
ADN418,2026-01,661482.56,8
ADN418,2026-02,943937.12,8
ADN418,2026-03,1108200.0,4
ADN418,2026-04,48470.4,1
ADN418,2026-05,38000.0,1
ADN418,2026-06,122327.16,1
ADN867,2025-07,506100.0,1
ADN867,2025-08,45316.8,2
ADN867,2025-09,156608.4,4
ADN867,2025-10,105000.0,1
ADN867,2025-11,550796.48,3
ADN867,2025-12,693328.44,4
ADN867,2026-01,229141.01,4
ADN867,2026-02,152497.35,4
ADN867,2026-03,1657874.16,14
ADN867,2026-04,404275.2,2
ADN867,2026-05,178720.9,2
ADN867,2026-06,43428.76,1
ADN899,2026-01,320863.16,8
ADN899,2026-02,606738.98,14
ADN899,2026-03,5043293.75,14
ADN899,2026-04,846.58,0
ADN899,2026-05,582604.08,2
ADN899,2026-06,92000.0,2
ADN917,2026-04,2496.0,0
ADN917,2026-05,210520.5,4
ADN917,2026-06,148685.1,2
ADO465,2026-04,1025496.46,1
ADO465,2026-05,225000.45,1
ADO465,2026-06,2031.79,0
ADQ321,2026-02,1047488.11,16
ADQ321,2026-03,933100.0,12
ADQ321,2026-04,-38453.2,1
ADQ321,2026-06,56778.4,1
ADQ323,2026-04,-581452.0,2
ADQ323,2026-05,185827.6,4
ADQ323,2026-06,91316.1,2
ADQ333,2025-07,177948.62,3
ADQ333,2025-08,136448.8,2
ADQ333,2025-09,150929.45,2
ADQ333,2025-10,58098.0,1
ADQ333,2025-11,437570.55,5
ADQ333,2025-12,876789.43,8
ADQ333,2026-01,1117398.26,4
ADQ333,2026-02,143358.66,4
ADQ333,2026-03,404431.99,10
ADQ333,2026-04,323654.5,3
ADQ333,2026-05,90527.67,3
ADQ333,2026-06,198720.0,5
ADQ351,2026-05,847500.0,2
ADQ351,2026-06,661590.0,2
ADR112,2026-02,2000719.72,16
ADR112,2026-03,1172318.56,14
ADR112,2026-04,299444.84,5
ADR112,2026-05,113859.5,3
ADR112,2026-06,360270.94,6
ADR121,2025-12,283243.6,3
ADR121,2026-01,252682.0,6
ADR121,2026-02,456368.4,14
ADR121,2026-03,6050022.37,26
ADR121,2026-04,62041.91,2
ADR121,2026-05,114344.0,3
ADR121,2026-06,61121.71,2
ADR135,2025-08,70881.0,2
ADR135,2025-09,214406.5,5
ADR135,2025-10,30657.46,2
ADR135,2025-11,738268.0,4
ADR135,2025-12,625828.75,3
ADR135,2026-01,844.75,0
ADR135,2026-02,608272.75,8
ADR135,2026-03,286084.24,4
ADR135,2026-04,15035.32,1
ADR135,2026-05,141596.0,2
ADR136,2026-04,111111.0,1
ADR136,2026-05,580848.0,2
ADR136,2026-06,1121212.0,3
ADR140,2025-07,35000.0,1
ADR140,2025-09,30000.0,1
ADR140,2025-11,24333.6,1
ADR140,2026-01,66452.76,2
ADR140,2026-02,161604.0,4
ADR140,2026-03,142471.8,6
ADR140,2026-04,65750.85,2
ADR284,2025-07,30507.0,2
ADR284,2025-08,60819.0,2
ADR284,2025-09,108641.5,2
ADR284,2025-10,41269.25,2
ADR284,2025-11,136171.65,4
ADR284,2025-12,168378.6,4
ADR284,2026-01,24381.6,2
ADR284,2026-02,345072.0,6
ADR284,2026-03,3767477.1,22
ADR284,2026-04,115109.94,3
ADR284,2026-05,13915.05,2
ADS134,2026-04,48435.08,1
ADS134,2026-05,846.58,0
ADS134,2026-06,41222.6,3
ADS138,2025-11,164714.8,3
ADS138,2025-12,344957.76,3
ADS138,2026-01,393258.24,4
ADS138,2026-02,160976.0,4
ADS138,2026-03,614516.0,8
ADS138,2026-04,-79952.0,0
ADS172,2025-07,399186.6,5
ADS172,2025-08,157830.5,5
ADS172,2025-09,137529.04,5
ADS172,2025-10,267926.09,4
ADS172,2025-11,203418.05,5
ADS172,2025-12,559354.27,9
ADS172,2026-01,264583.0,10
ADS172,2026-02,1213882.2,18
ADS172,2026-03,944053.08,10
ADS172,2026-04,154542.15,4
ADS172,2026-05,30312.0,1
ADS172,2026-06,214910.4,4
ADS173,2025-07,45000.0,1
ADS173,2025-08,58092.25,1
ADS173,2025-09,248497.64,4
ADS173,2025-10,92039.86,2
ADS173,2025-11,24233.52,1
ADS173,2025-12,300940.2,3
ADS173,2026-01,167826.8,4
ADS173,2026-02,174640.02,8
ADS173,2026-03,1228027.0,10
ADS173,2026-04,-507786.05,0
ADY541,2026-04,150000.0,1
ADY541,2026-05,464353.25,4
ADY734,2025-07,110968.0,3
ADY734,2025-08,163711.2,4
ADY734,2025-09,60516.0,2
ADY734,2025-10,34845.0,1
ADY734,2025-11,48619.2,2
ADY734,2025-12,157416.45,5
ADY734,2026-01,75751.8,4
ADY734,2026-02,242496.0,2
ADY734,2026-03,54648.0,2
ADY734,2026-04,21252.0,1
ADY734,2026-05,10611.3,1
ADZ260,2026-04,46205.28,2
ADZ260,2026-05,701949.7,4
ADZ260,2026-06,71118.0,1
ADZ448,2026-03,9724134.24,14
ADZ448,2026-04,263244.8,2
ADZ448,2026-05,2423781.85,3
ADZ448,2026-06,1967800.0,5
ADZ480,2026-04,102401.0,5
ADZ480,2026-05,260102.59,5
ADZ480,2026-06,381793.2,3
ADZ910,2026-03,2240407.11,10
ADZ910,2026-04,3823.9,1
ADZ910,2026-05,64411.9,1
ADZ910,2026-06,23126.0,1
ADZ911,2026-04,281846.75,3
ADZ911,2026-05,3365.34,0
ADZ911,2026-06,166863.92,3
ADZ919,2025-09,116081.0,1
ADZ919,2025-10,116196.0,1
ADZ919,2025-11,-224521.77,1
ADZ919,2025-12,544841.85,3
ADZ919,2026-01,444554.0,4
ADZ919,2026-02,-100620.0,6
ADZ919,2026-03,309129.6,4
ADZ919,2026-06,171696.0,2
ADZ929,2025-07,26664.25,2
ADZ929,2025-08,111403.23,4
ADZ929,2025-09,232285.1,6
ADZ929,2025-10,738091.49,4
ADZ929,2025-11,38473.77,1
ADZ929,2025-12,216283.32,7
ADZ929,2026-01,164955.59,6
ADZ929,2026-02,281102.18,8
ADZ929,2026-03,2003603.19,8
ADZ929,2026-04,17552.45,1
ADZ929,2026-05,27152.45,1
ADZ929,2026-06,65670.3,1
AEA958,2026-03,742692.76,8
AEA958,2026-04,607586.8,3
AEA958,2026-05,549576.94,5
AEA958,2026-06,812811.46,4
AEB202,2026-05,-881878.54,0
AEB359,2026-05,511916.58,9
AEB359,2026-06,278722.38,9
AEE583,2026-02,960180.8,8
AEE583,2026-03,482613.24,16
AEE583,2026-04,50465.0,1
AEE583,2026-05,382481.48,6
AEE583,2026-06,-20028.0,2
AEF176,2025-07,30477.0,1
AEF176,2025-08,557087.2,2
AEF176,2025-11,126000.0,1
AEF176,2025-12,143026.56,1
AEF176,2026-01,190108.4,4
AEF176,2026-02,-291796.2,2
AEF176,2026-03,332156.0,6
AEF176,2026-06,56722.4,1
AEF178,2025-07,30261.0,1
AEF178,2025-08,105190.33,3
AEF178,2025-09,282500.0,2
AEF178,2025-10,69116.01,2
AEF178,2025-11,825391.08,4
AEF178,2025-12,1521591.02,16
AEF178,2026-01,2021298.3,18
AEF178,2026-02,2521293.82,30
AEF178,2026-03,1171151.33,16
AEF178,2026-04,569562.13,4
AEF178,2026-05,856418.16,2
AEF178,2026-06,18522.07,1
AEG167,2026-02,3739470.32,10
AEG167,2026-03,9163393.82,20
AEG167,2026-04,3336.58,0
AEG167,2026-05,639770.33,3
AEG167,2026-06,1065968.4,4
AEG188,2025-07,34807.05,1
AEG188,2025-08,150986.49,3
AEG188,2025-09,447463.28,4
AEG188,2025-10,105669.0,3
AEG188,2025-11,800743.4,5
AEG188,2025-12,110909.97,3
AEG188,2026-01,126675.71,4
AEG188,2026-02,69224.22,4
AEG188,2026-03,73175.6,2
AEG188,2026-04,53419.51,2
AEG188,2026-05,2982.51,0
AEG188,2026-06,108311.08,5
AEG257,2025-08,141145.0,3
AEG257,2025-09,119006.0,3
AEG257,2025-10,63147.0,2
AEG257,2025-11,123197.55,3
AEG257,2025-12,33466.2,1
AEG257,2026-01,375658.2,16
AEG257,2026-02,73957.52,2
AEG257,2026-03,2207957.06,12
AEG257,2026-04,81072.0,2
AEG257,2026-05,36640.3,2
AEG257,2026-06,40516.0,1
AEG483,2026-04,203992.71,1
AEG483,2026-05,-109447.48,2
AEG483,2026-06,247221.34,3
AEH321,2025-07,652345.0,2
AEH321,2025-08,25450.0,1
AEH321,2025-09,34848.45,1
AEH321,2025-10,78768.15,2
AEH321,2025-11,36042.19,2
AEH321,2025-12,134133.52,2
AEH321,2026-01,223925.64,2
AEH321,2026-02,367266.66,4
AEH321,2026-03,440800.17,8
AEH321,2026-04,52946.56,1
AEH321,2026-05,48956.3,2
AEH321,2026-06,180965.1,2
AEK723,2026-02,1073674.5,10
AEK723,2026-03,691401.34,6
AEK723,2026-04,217602.19,4
AEK723,2026-05,65747.99,3
AEK723,2026-06,424468.58,5
AEM822,2026-01,1441233.5,8
AEM822,2026-02,551842.41,6
AEM822,2026-03,1515037.36,16
AEM822,2026-04,239521.19,3
AEM822,2026-05,311126.2,3
AEM822,2026-06,190610.08,2
AEN028,2025-07,145761.24,2
AEN028,2025-09,77816.2,3
AEN028,2025-10,27265.2,2
AEN028,2025-11,47486.2,2
AEN028,2025-12,65683.0,3
AEN028,2026-01,372086.5,8
AEN028,2026-02,287354.27,4
AEN028,2026-03,220288.8,6
AEN028,2026-04,16161.6,1
AEN028,2026-05,48522.3,2
AEN028,2026-06,449933.0,2
AEN054,2025-12,169176.0,1
AEN054,2026-01,101590.0,2
AEN054,2026-02,659937.6,4
AEN054,2026-03,-419589.48,4
AEN054,2026-05,184462.04,1
AEN054,2026-06,-163966.26,0
AEN072,2025-07,85273.1,2
AEN072,2025-08,45468.0,2
AEN072,2025-09,60261.0,2
AEN072,2025-11,165360.92,3
AEN072,2025-12,95504.1,3
AEN072,2026-01,110913.0,2
AEN072,2026-02,100850.0,2
AEN072,2026-03,121164.0,6
AEN072,2026-04,149195.8,3
AEN072,2026-05,27299.7,1
AEN072,2026-06,15642.6,1
AEN395,2025-07,87.3,0
AEN395,2025-08,116156.8,1
AEN395,2025-09,123597.3,4
AEN395,2025-10,30564.3,1
AEN395,2025-11,254157.45,2
AEN395,2025-12,88662.3,3
AEN395,2026-01,222660.6,2
AEN395,2026-02,364578.6,4
AEN395,2026-03,205122.12,10
AEN395,2026-04,4584.06,0
AEN395,2026-05,214288.75,3
AEN395,2026-06,429203.76,3
AEO490,2026-01,243893.84,6
AEO490,2026-02,546918.4,6
AEO490,2026-03,398210.8,12
AEO490,2026-04,151826.0,2
AEO490,2026-05,737286.0,5
AEO490,2026-06,616471.5,4
AEO702,2025-07,15269.02,2
AEO702,2025-08,65181.45,2
AEO702,2025-09,100351.83,3
AEO702,2025-10,29998.17,2
AEO702,2025-11,67324.74,1
AEO702,2025-12,40000.0,1
AEO702,2026-01,293072.0,12
AEO702,2026-02,0.0,2
AEO702,2026-03,258872.8,6
AEO702,2026-04,111144.0,1
AEO702,2026-05,96004.8,5
AEO702,2026-06,6387.87,1
AEQ733,2026-04,163595.62,2
AEQ733,2026-05,231492.56,3
AEQ733,2026-06,1480.0,1
AEQ743,2025-07,253000.0,1
AEQ743,2025-08,100740.0,1
AEQ743,2025-09,33524.7,1
AEQ743,2025-10,61948.2,2
AEQ743,2025-11,91152.0,1
AEQ743,2025-12,408170.5,3
AEQ743,2026-02,283562.0,4
AEQ743,2026-03,1835588.6,8
AEQ743,2026-04,-134259.32,1
AEQ743,2026-05,-188245.68,2
AEQ743,2026-06,890345.8,2
AEQ819,2025-07,15144.0,1
AEQ819,2025-09,77493.02,5
AEQ819,2025-11,531383.92,3
AEQ819,2025-12,241054.84,4
AEQ819,2026-01,252259.39,8
AEQ819,2026-02,195458.25,8
AEQ819,2026-03,60454.28,2
AEQ819,2026-04,26492.0,1
AEQ819,2026-05,2249.6,0
AEQ819,2026-06,2249.6,0
AER710,2025-11,140121.63,5
AER710,2025-12,539911.15,5
AER710,2026-01,214425.01,12
AER710,2026-02,141089.53,6
AER710,2026-03,333311.5,10
AER710,2026-04,141514.03,4
AER710,2026-05,237604.9,4
AER710,2026-06,38317.45,1
AES184,2025-07,161517.66,2
AES184,2025-08,167342.16,3
AES184,2025-09,633495.63,3
AES184,2025-10,13003.46,1
AES184,2025-11,137468.76,4
AES184,2025-12,109202.4,4
AES184,2026-01,254973.81,8
AES184,2026-02,407653.13,4
AES184,2026-03,670899.98,6
AES184,2026-04,8127.2,1
AES184,2026-05,228968.1,5
AES184,2026-06,-42928.62,2
AET207,2026-04,-206332.35,1
AET207,2026-05,461063.77,2
AET207,2026-06,396236.27,2
AET211,2026-02,93913.64,2
AET211,2026-03,61729.28,8
AET211,2026-05,202220.0,1
AET211,2026-06,5350.35,1
AET225,2026-01,157004.13,2
AET225,2026-02,146289.6,2
AET225,2026-03,989491.13,8
AET225,2026-04,-138719.94,0
AET225,2026-05,341256.62,2
AET233,2025-07,181008.0,5
AET233,2025-08,45267.75,1
AET233,2025-09,339366.49,7
AET233,2025-10,313979.2,3
AET233,2025-11,-3226.6,2
AET233,2025-12,73121.25,2
AET233,2026-01,254881.1,8
AET233,2026-02,195224.0,6
AET233,2026-03,630800.88,18
AET233,2026-04,-16519.5,1
AET233,2026-05,193160.7,4
AET233,2026-06,21222.6,2
AET238,2025-07,45684.0,1
AET238,2025-08,65704.0,2
AET238,2025-10,63543.27,2
AET238,2025-11,94915.74,1
AET238,2025-12,76060.5,3
AET238,2026-01,142226.0,4
AET238,2026-02,46868.64,2
AET238,2026-03,363345.05,4
AET238,2026-04,19800.0,1
AET238,2026-05,12190.8,1
AET238,2026-06,29171.52,1
AET272,2026-01,217956.76,2
AET272,2026-02,596452.24,14
AET272,2026-03,1808627.99,10
AET272,2026-04,10675.22,0
AET272,2026-05,210710.73,2
AET272,2026-06,239752.73,2
AEW157,2025-10,65699.0,2
AEW157,2025-11,165650.88,2
AEW157,2025-12,121908.0,1
AEW157,2026-01,70384.0,4
AEW157,2026-02,27259.2,2
AEW157,2026-03,841376.08,12
AEW157,2026-04,-197519.78,0
AEW157,2026-05,14554.08,1
AEW157,2026-06,71403.84,2
AEW159,2026-01,140616.0,2
AEW159,2026-02,1406739.13,10
AEW159,2026-03,7928.92,0
AEW159,2026-04,780549.0,3
AEW159,2026-05,136897.16,3
AEW159,2026-06,81637.2,3
AEW162,2026-01,174734.44,6
AEW162,2026-02,70199.79,4
AEW162,2026-03,999463.38,20
AEW162,2026-04,-82017.68,1
AEW162,2026-05,63235.78,3
AEW162,2026-06,22073.52,3
AEW167,2026-05,713640.7,3
AEW167,2026-06,477473.0,2
AEW615,2026-06,96376.73,2
AEW619,2026-04,208324.93,6
AEW619,2026-05,136205.58,6
AEW619,2026-06,101220.0,1
AEX982,2025-12,227467.58,5
AEX982,2026-01,243580.93,6
AEX982,2026-02,91036.8,4
AEX982,2026-03,563829.4,14
AEX982,2026-04,-20096.5,1
AEX982,2026-05,143584.2,4
AEX982,2026-06,167049.88,3
AEY770,2025-07,34858.8,1
AEY770,2025-08,69286.35,2
AEY770,2025-11,-59337.82,1
AEY770,2025-12,247697.5,2
AEY770,2026-01,395610.4,8
AEY770,2026-02,202020.0,4
AEY770,2026-03,1015900.0,2
AEY770,2026-04,30294.0,1
AEY770,2026-05,270189.94,2
AEY770,2026-06,35343.0,1
AEY774,2026-04,2832.2,0
AEY774,2026-05,1594437.75,3
AEY774,2026-06,60007.02,3
AEY776,2026-05,219934.44,1
AEY776,2026-06,191913.0,2
AFB389,2025-07,132866.96,2
AFB389,2025-08,37083.36,1
AFB389,2025-09,46400.2,1
AFB389,2025-10,115338.45,4
AFB389,2025-11,30238.5,2
AFB389,2025-12,115301.55,3
AFB389,2026-01,202000.0,4
AFB389,2026-02,329294.4,8
AFB389,2026-03,449234.2,12
AFB389,2026-04,50435.0,1
AFB389,2026-05,53408.1,1
AFB389,2026-06,191691.0,2
AFB397,2026-01,248414.39,6
AFB397,2026-02,38291.78,4
AFB397,2026-03,53535.73,2
AFB397,2026-04,1845.24,0
AFB397,2026-05,28845.24,1
AFB397,2026-06,61439.25,2
AFB401,2026-02,1023033.09,12
AFB401,2026-03,400826.0,4
AFB401,2026-04,85991.88,2
AFB401,2026-05,245149.55,3
AFB401,2026-06,171376.8,2
AFB403,2026-04,353680.59,2
AFB403,2026-05,693752.33,2
AFB403,2026-06,93600.0,1
AFB417,2026-02,66240.0,2
AFB417,2026-03,555233.95,6
AFB417,2026-04,34121.1,1
AFB417,2026-05,123753.3,3
AFB417,2026-06,320519.72,3
AFC687,2025-07,362725.95,2
AFC687,2025-08,190480.0,2
AFC687,2025-09,3068952.7,5
AFC687,2025-10,-1905299.79,2
AFC687,2025-11,18763.11,1
AFC687,2025-12,45715.5,1
AFC687,2026-01,126391.25,2
AFC687,2026-02,68853.12,2
AFC687,2026-03,1391352.6,4
AFC687,2026-04,612807.76,2
AFC687,2026-05,91126.0,2
AFC687,2026-06,21317.1,1
AFC688,2025-07,131569.92,4
AFC688,2025-08,177011.0,5
AFC688,2025-09,89644.0,3
AFC688,2026-04,-27318.6,0
AFC688,2026-05,93833.89,2
AFC688,2026-06,74310.6,2
AFE377,2025-09,264683.04,3
AFE377,2026-02,140000.0,2
AFE377,2026-03,483754.1,4
AFF088,2026-04,1004.75,0
AFF088,2026-05,-151176.26,1
AFF104,2025-07,264164.6,6
AFF104,2025-09,150477.0,2
AFF104,2025-10,116196.0,2
AFF104,2025-11,116355.35,3
AFF104,2025-12,80000.0,2
AFF104,2026-01,434236.0,6
AFF104,2026-02,9290.98,2
AFF104,2026-03,1138788.4,8
AFF104,2026-04,121061.63,2
AFF104,2026-05,219026.0,2
AFF104,2026-06,20192.0,1
AFG102,2026-01,521694.07,6
AFG102,2026-02,1127463.51,10
AFG102,2026-03,-53924.02,2
AFG102,2026-04,2530.7,0
AFG102,2026-05,12990.24,1
AFG102,2026-06,606816.0,5
AFG130,2026-04,65415.48,1
AFG130,2026-05,67462.08,2
AFG130,2026-06,5003.88,0
